,season,teamName,playerName,shots_total,shots_on,goals_total,PTS
732,2022,Atletico Madrid,Diego Bri,0.0,0.0,0.0,77
733,2022,Atletico Madrid,Adrián Corral,0.0,0.0,0.0,77
734,2022,Atletico Madrid,J. Perea,0.0,0.0,0.0,77
735,2022,Atletico Madrid,Ethyan González,0.0,0.0,0.0,77
736,2022,Atletico Madrid,Santi Miguélez,0.0,0.0,0.0,77
737,2022,Atletico Madrid,Alberto Moreno,0.0,0.0,0.0,77
738,2022,Atletico Madrid,Carlos Martín,1.0,1.0,0.0,77
739,2022,Atletico Madrid,Ibrahima Cámara,0.0,0.0,0.0,77
740,2022,Atletico Madrid,Sergio Díez,0.0,0.0,0.0,77
741,2022,Atletico Madrid,J. Ginzo,0.0,0.0,0.0,77
742,2022,Athletic Club,Ander Herrera,0.0,0.0,0.0,51
743,2022,Athletic Club,Íñigo Martínez,5.0,2.0,1.0,51
744,2022,Athletic Club,Muniain,20.0,7.0,0.0,51
745,2022,Athletic Club,Álex Berenguer,44.0,19.0,4.0,51
746,2022,Athletic Club,Balenziaga,0.0,0.0,0.0,51
747,2022,Athletic Club,De Marcos,3.0,2.0,1.0,51
748,2022,Athletic Club,Dani García,8.0,0.0,0.0,51
749,2022,Athletic Club,Raúl García,32.0,14.0,2.0,51
750,2022,Athletic Club,Gorka Guruzeta,36.0,19.0,6.0,51
751,2022,Athletic Club,I. Williams,66.0,35.0,10.0,51
752,2022,Athletic Club,Mikel Vesga,21.0,6.0,3.0,51
753,2022,Athletic Club,Asier Villalibre,4.0,1.0,0.0,51
754,2022,Athletic Club,Oihan Sancet,47.0,22.0,10.0,51
755,2022,Athletic Club,Nico Williams,44.0,20.0,6.0,51
756,2022,Athletic Club,Malcom Adu,1.0,0.0,0.0,51
757,2022,Athletic Club,Luis Bilbao,0.0,0.0,0.0,51
758,2022,Athletic Club,Unai Gómez,0.0,0.0,0.0,51
759,2022,Athletic Club,Junior Bita,0.0,0.0,0.0,51
760,2022,Valencia,Gabriel Paulista,11.0,2.0,1.0,42
761,2022,Valencia,José Gayà,19.0,9.0,1.0,42
762,2022,Valencia,Toni Lato,6.0,1.0,1.0,42
763,2022,Valencia,Gonçalo Guedes,0.0,0.0,2.0,42
764,2022,Valencia,Carlos Soler,3.0,2.0,1.0,42
765,2022,Valencia,Bryan Gil,0.0,0.0,0.0,42
766,2022,Valencia,M. Gómez,1.0,0.0,0.0,42
767,2022,Valencia,O. Alderete,0.0,0.0,0.0,42
768,2022,Valencia,Hélder Costa,0.0,0.0,0.0,42
769,2022,Valencia,Pedro Alemañ,0.0,0.0,0.0,42
770,2022,Valencia,I. Moriba,15.0,5.0,0.0,42
771,2022,Valencia,Joseda,0.0,0.0,0.0,42
772,2022,Valencia,Vicente Esquerdo,0.0,0.0,0.0,42
773,2022,Valencia,Tiago Ribeiro,0.0,0.0,0.0,42
774,2022,Valencia,Alberto Marí,2.0,1.0,1.0,42
775,2022,Valencia,L. Sangaré,0.0,0.0,0.0,42
776,2022,Valencia,A. Burlamaqui,0.0,0.0,0.0,42
777,2022,Valencia,Mario Domínguez,0.0,0.0,0.0,42
778,2022,Valencia,Yellu Santiago,0.0,0.0,0.0,42
779,2022,Villarreal,Paco Alcácer,0.0,0.0,0.0,64
780,2022,Villarreal,F. Coquelin,3.0,1.0,1.0,64
781,2022,Villarreal,Dani Parejo,23.0,11.0,3.0,64
782,2022,Villarreal,Manu Morlanes,4.0,2.0,0.0,64
783,2022,Villarreal,Alfonso Pedraza,18.0,10.0,0.0,64
784,2022,Villarreal,Manu Trigueros,6.0,2.0,0.0,64
785,2022,Villarreal,Gerard Moreno,36.0,22.0,7.0,64
786,2022,Villarreal,É. Capoue,23.0,12.0,3.0,64
787,2022,Villarreal,Pau Torres,9.0,5.0,1.0,64
788,2022,Villarreal,José Luis Morales,33.0,21.0,7.0,64
789,2022,Villarreal,N. Iosifov,0.0,0.0,0.0,64
790,2022,Villarreal,Álex Baena,44.0,23.0,6.0,64
791,2022,Villarreal,Diego Collado,0.0,0.0,0.0,64
792,2022,Villarreal,Yeremy Pino,38.0,19.0,4.0,64
793,2022,Villarreal,Ramon Terrats,3.0,0.0,1.0,64
794,2022,Villarreal,Jorge Pascual,1.0,1.0,1.0,64
795,2022,Villarreal,M. Fall,0.0,0.0,0.0,64
796,2022,Villarreal,L. Quintero,0.0,0.0,0.0,64
797,2022,Sevilla,É. Lamela,34.0,23.0,6.0,49
798,2022,Sevilla,Alex Telles,7.0,1.0,0.0,49
799,2022,Sevilla,Óliver Torres,19.0,8.0,3.0,49
800,2022,Sevilla,J. Koundé,0.0,0.0,0.0,49
801,2022,Sevilla,Suso,21.0,10.0,2.0,49
802,2022,Sevilla,L. Ocampos,0.0,0.0,0.0,49
803,2022,Sevilla,Bryan Gil,9.0,4.0,2.0,49
804,2022,Sevilla,A. Januzaj,0.0,0.0,0.0,49
805,2022,Sevilla,K. Rekik,7.0,1.0,1.0,49
806,2022,Sevilla,Rafa Mir,41.0,16.0,6.0,49
807,2022,Sevilla,Joan Jordán,9.0,3.0,0.0,49
808,2022,Sevilla,Y. En-Nesyri,48.0,22.0,8.0,49
809,2022,Sevilla,Nacho Quintana,0.0,0.0,0.0,49
810,2022,Sevilla,Xavi Sintes,0.0,0.0,0.0,49
811,2022,Sevilla,Juanlu Sánchez,0.0,0.0,0.0,49
812,2022,Sevilla,Antonio Zarzana,0.0,0.0,0.0,49
813,2022,Sevilla,Pablo Pérez,0.0,0.0,0.0,49
814,2022,Sevilla,Lulo Dasilva,0.0,0.0,0.0,49
815,2022,Sevilla,Manu Bueno,1.0,1.0,0.0,49
816,2022,Celta Vigo,F. Cervi,15.0,6.0,0.0,43
817,2022,Celta Vigo,H. Seferović,10.0,7.0,3.0,43
818,2022,Celta Vigo,J. Aidoo,11.0,3.0,3.0,43
819,2022,Celta Vigo,J. Strand Larsen,32.0,15.0,4.0,43
820,2022,Celta Vigo,R. Tapia,10.0,3.0,0.0,43
821,2022,Celta Vigo,L. de la Torre,10.0,3.0,0.0,43
822,2022,Celta Vigo,Kevin Vázquez,0.0,0.0,0.0,43
823,2022,Celta Vigo,Fran Beltrán,12.0,2.0,0.0,43
824,2022,Celta Vigo,Iago Aspas,65.0,33.0,12.0,43
825,2022,Celta Vigo,Carles Pérez,29.0,20.0,3.0,43
826,2022,Celta Vigo,Javi Domínguez,0.0,0.0,0.0,43
827,2022,Celta Vigo,Miguel Rodríguez,2.0,1.0,1.0,43
828,2022,Celta Vigo,W. Swedberg,0.0,0.0,0.0,43
829,2022,Celta Vigo,Carlos Domínguez,1.0,1.0,0.0,43
830,2022,Celta Vigo,Fran López,0.0,0.0,0.0,43
831,2022,Celta Vigo,Hugo Sotelo,1.0,0.0,0.0,43
832,2022,Celta Vigo,Pablo Durán,0.0,0.0,0.0,43
833,2022,Celta Vigo,Hugo Álvarez,0.0,0.0,0.0,43
834,2022,Celta Vigo,Martín Conde,0.0,0.0,0.0,43
835,2022,Espanyol,Denis Suárez,3.0,3.0,0.0,37
836,2022,Espanyol,Aleix Vidal,3.0,2.0,0.0,37
837,2022,Espanyol,M. Braithwaite,41.0,26.0,10.0,37
838,2022,Espanyol,C. Montes,10.0,6.0,3.0,37
839,2022,Espanyol,Joselu,69.0,38.0,16.0,37
840,2022,Espanyol,Adrià Pedrosa,1.0,0.0,0.0,37
841,2022,Espanyol,Dídac Vilá Rosselló,0.0,0.0,0.0,37
842,2022,Espanyol,Darder,26.0,13.0,6.0,37
843,2022,Espanyol,Javi Puado,50.0,23.0,7.0,37
844,2022,Espanyol,Raúl de Tomás,33.0,16.0,0.0,37
845,2022,Espanyol,Adri Embarba,38.0,20.0,0.0,37
846,2022,Espanyol,Dani Gómez,0.0,0.0,0.0,37
847,2022,Espanyol,N. Zoubdi,0.0,0.0,0.0,37
848,2022,Espanyol,Dani Villahermosa,0.0,0.0,0.0,37
849,2022,Espanyol,Roger Martínez,1.0,0.0,0.0,37
850,2022,Espanyol,Kenneth Soler,0.0,0.0,0.0,37
851,2022,Espanyol,Simo,0.0,0.0,0.0,37
852,2022,Espanyol,L. Koleosho,1.0,1.0,1.0,37
853,2022,Real Madrid,Isco,0.0,0.0,0.0,78
854,2022,Real Madrid,Dani Ceballos,11.0,5.0,0.0,78
855,2022,Real Madrid,T. Kroos,24.0,11.0,2.0,78
856,2022,Real Madrid,L. Modrić,17.0,6.0,4.0,78
857,2022,Real Madrid,F. Valverde,51.0,21.0,7.0,78
858,2022,Real Madrid,Lucas Vázquez,12.0,7.0,4.0,78
859,2022,Real Madrid,G. Bale,0.0,0.0,0.0,78
860,2022,Real Madrid,Vinícius Júnior,56.0,36.0,10.0,78
861,2022,Real Madrid,A. Tchouaméni,19.0,6.0,0.0,78
862,2022,Real Madrid,E. Camavinga,11.0,3.0,0.0,78
863,2022,Real Madrid,E. Hazard,2.0,1.0,0.0,78
864,2022,Real Madrid,Rodrygo,72.0,32.0,9.0,78
865,2022,Real Madrid,Miguel Gutiérrez,12.0,4.0,0.0,78
866,2022,Real Madrid,Sergio Santos,0.0,0.0,0.0,78
867,2022,Real Madrid,Marvel,0.0,0.0,0.0,78
868,2022,Real Madrid,Á. Rodríguez,2.0,1.0,1.0,78
869,2022,Real Madrid,Mario Martín,0.0,0.0,0.0,78
870,2022,Real Madrid,N. Paz,0.0,0.0,0.0,78
871,2022,Real Betis,N. Fekir,18.0,8.0,2.0,60
872,2022,Real Betis,Y. Fékir,0.0,0.0,0.0,60
873,2022,Real Betis,Edgar González,7.0,3.0,0.0,60
874,2022,Real Betis,Joaquín,5.0,3.0,0.0,60
875,2022,Real Betis,Ayoze Pérez,24.0,14.0,3.0,60
876,2022,Real Betis,Willian José,17.0,7.0,2.0,60
877,2022,Real Betis,Juanmi,15.0,8.0,4.0,60
878,2022,Real Betis,Kike Hermoso,0.0,0.0,0.0,60
879,2022,Real Betis,Raúl García,0.0,0.0,0.0,60
880,2022,Real Betis,José Lara,0.0,0.0,0.0,60
881,2022,Real Betis,Marc Baró,0.0,0.0,0.0,60
882,2022,Real Betis,Rodri,11.0,6.0,2.0,60
883,2022,Real Betis,Marchena,0.0,0.0,0.0,60
884,2022,Real Betis,Enrique Fernández,0.0,0.0,0.0,60
885,2022,Real Betis,Marcos Fernández,0.0,0.0,0.0,60
886,2022,Real Betis,Dani Pérez,1.0,1.0,0.0,60
887,2022,Getafe,Carles Aleñá,23.0,10.0,2.0,42
888,2022,Getafe,Jaime Mata,12.0,5.0,1.0,42
889,2022,Getafe,N. Maksimović,16.0,7.0,0.0,42
890,2022,Getafe,Gonzalo Villar,1.0,1.0,0.0,42
891,2022,Getafe,Luis Milla,6.0,1.0,0.0,42
892,2022,Getafe,D. Suárez,4.0,1.0,1.0,42
893,2022,Getafe,M. Arambarri,4.0,0.0,0.0,42
894,2022,Getafe,Borja Mayoral,38.0,19.0,8.0,42
895,2022,Getafe,Portu,10.0,5.0,0.0,42
896,2022,Getafe,Juanmi Latasa,11.0,4.0,1.0,42
897,2022,Getafe,Santi García,0.0,0.0,0.0,42
898,2022,Getafe,Álex Revuelta,0.0,0.0,0.0,42
899,2022,Getafe,Koffi,0.0,0.0,0.0,42
900,2022,Getafe,Álex Rodríguez,0.0,0.0,0.0,42
901,2022,Getafe,J. Patrick,0.0,0.0,0.0,42
902,2022,Getafe,Gorka Rivera,0.0,0.0,0.0,42
903,2022,Getafe,Moi Parra,0.0,0.0,0.0,42
904,2022,Getafe,Pablo Ramírez,0.0,0.0,0.0,42
905,2022,Girona,Samu Sáiz,4.0,3.0,2.0,49
906,2022,Girona,Víctor Sánchez Mata,0.0,0.0,0.0,49
907,2022,Girona,David Juncà,0.0,0.0,0.0,49
908,2022,Girona,Álex Gallar,0.0,0.0,0.0,49
909,2022,Girona,Rodrigo Riquelme,48.0,22.0,4.0,49
910,2022,Girona,Álex Sala,0.0,0.0,0.0,49
911,2022,Girona,Álex Baena,0.0,0.0,0.0,49
912,2022,Girona,Pau Victor,0.0,0.0,0.0,49
913,2022,Girona,Arnau Martínez,12.0,3.0,3.0,49
914,2022,Girona,Eric Monjonell,0.0,0.0,0.0,49
915,2022,Girona,Suleiman Camara,0.0,0.0,0.0,49
916,2022,Girona,Alejandro Pérez,0.0,0.0,0.0,49
917,2022,Girona,D. Camara,0.0,0.0,0.0,49
918,2022,Girona,Biel Farrés,0.0,0.0,0.0,49
919,2022,Girona,Joel Roca,4.0,2.0,0.0,49
920,2022,Girona,Unai Hernández,0.0,0.0,0.0,49
921,2022,Girona,Unai Hernandez,0.0,0.0,0.0,49
922,2022,Real Sociedad,David Silva,21.0,13.0,2.0,71
923,2022,Real Sociedad,A. Sørloth,53.0,28.0,12.0,71
924,2022,Real Sociedad,Diego Rico,8.0,3.0,0.0,71
925,2022,Real Sociedad,U. Sadiq,6.0,3.0,1.0,71
926,2022,Real Sociedad,T. Kubo,57.0,30.0,9.0,71
927,2022,Real Sociedad,Carlos Fernández,19.0,5.0,1.0,71
928,2022,Real Sociedad,Andoni Gorosabel,5.0,1.0,0.0,71
929,2022,Real Sociedad,Álex Sola,4.0,1.0,0.0,71
930,2022,Real Sociedad,Joseba Zaldúa,0.0,0.0,0.0,71
931,2022,Real Sociedad,Guevara,1.0,0.0,0.0,71
932,2022,Real Sociedad,Barrenetxea,17.0,12.0,3.0,71
933,2022,Real Sociedad,Mikel Oyarzabal,15.0,11.0,4.0,71
934,2022,Real Sociedad,Brais Méndez,42.0,22.0,8.0,71
935,2022,Real Sociedad,Robert Navarro,7.0,5.0,0.0,71
936,2022,Real Sociedad,Jon Guridi,0.0,0.0,0.0,71
937,2022,Real Sociedad,Jon Ander Olasagasti,3.0,1.0,0.0,71
938,2022,Real Sociedad,Beñat Turrientes,0.0,0.0,0.0,71
939,2022,Real Sociedad,Jon Magunazelaia,1.0,1.0,0.0,71
940,2022,Real Sociedad,Pablo Marín,9.0,4.0,0.0,71
941,2022,Valladolid,Z. Feddal,1.0,0.0,0.0,40
942,2022,Valladolid,C. Larin,42.0,19.0,8.0,40
943,2022,Valladolid,D. Machís,13.0,7.0,0.0,40
944,2022,Valladolid,S. Amallah,3.0,2.0,2.0,40
945,2022,Valladolid,G. Plata,26.0,13.0,1.0,40
946,2022,Valladolid,Víctor García,0.0,0.0,0.0,40
947,2022,Valladolid,Hugo Vallejo,0.0,0.0,0.0,40
948,2022,Valladolid,J. Narváez,3.0,0.0,0.0,40
949,2022,Valladolid,Toni Villa,14.0,3.0,0.0,40
950,2022,Valladolid,Sergi Guardiola,23.0,14.0,0.0,40
951,2022,Valladolid,M. Hongla,1.0,0.0,0.0,40
952,2022,Valladolid,S. Weissman,16.0,7.0,1.0,40
953,2022,Valladolid,Kike Pérez,35.0,10.0,1.0,40
954,2022,Valladolid,Diego Moreno,0.0,0.0,0.0,40
955,2022,Valladolid,Mario Maroto,0.0,0.0,0.0,40
956,2022,Valladolid,B. Akinsola,0.0,0.0,0.0,40
957,2022,Valladolid,Roberto Arroyo,0.0,0.0,0.0,40
958,2022,Valladolid,Víctor Rofino,0.0,0.0,0.0,40
959,2022,Almeria,Chumi,2.0,1.0,1.0,41
960,2022,Almeria,Álex Centelles,5.0,3.0,1.0,41
961,2022,Almeria,Daniel Filipe Martins Carriço,0.0,0.0,0.0,41
962,2022,Almeria,L. Robertone,26.0,7.0,2.0,41
963,2022,Almeria,Léo Baptistão,29.0,16.0,5.0,41
964,2022,Almeria,Álex Pozo,6.0,2.0,0.0,41
965,2022,Almeria,Íñigo Eguaras,7.0,3.0,1.0,41
966,2022,Almeria,L. Suárez,29.0,13.0,4.0,41
967,2022,Almeria,Adri Embarba,38.0,20.0,4.0,41
968,2022,Almeria,Gonzalo Melero,18.0,11.0,4.0,41
969,2022,Almeria,L. Ramazani,31.0,18.0,3.0,41
970,2022,Almeria,Carlos Rojas,0.0,0.0,0.0,41
971,2022,Almeria,Samú Costa,16.0,7.0,1.0,41
972,2022,Almeria,M. Šviderský,0.0,0.0,0.0,41
973,2022,Almeria,Gui,0.0,0.0,0.0,41
974,2022,Almeria,Marezi,0.0,0.0,0.0,41
975,2022,Almeria,Marcos Peña,0.0,0.0,0.0,41
976,2022,Cadiz,S. Arzamendia,4.0,2.0,0.0,42
977,2022,Cadiz,Lucas Pérez,13.0,6.0,3.0,42
978,2022,Cadiz,M. Mauro,0.0,0.0,0.0,42
979,2022,Cadiz,Jon Garrido,0.0,0.0,0.0,42
980,2022,Cadiz,Álvaro Giménez,0.0,0.0,1.0,42
981,2022,Cadiz,David Mayoral,0.0,0.0,0.0,42
982,2022,Cadiz,Juan Cala,1.0,0.0,0.0,42
983,2022,Cadiz,Nano,0.0,0.0,0.0,42
984,2022,Cadiz,L. Cvetićanin,0.0,0.0,0.0,42
985,2022,Cadiz,Carlos García-Die,0.0,0.0,0.0,42
986,2022,Cadiz,Martín Calderón,0.0,0.0,0.0,42
987,2022,Cadiz,Genar Fornés,0.0,0.0,0.0,42
988,2022,Cadiz,M. Diarra,1.0,0.0,0.0,42
989,2022,Cadiz,L. Spatz,0.0,0.0,0.0,42
990,2022,Cadiz,F. Mwepu,0.0,0.0,0.0,42
991,2022,Cadiz,Álvaro Bastida,0.0,0.0,0.0,42
992,2022,Cadiz,Curro Muñoz,0.0,0.0,0.0,42
993,2022,Cadiz,Kikín,0.0,0.0,0.0,42
994,2022,Cadiz,José de la Rosa,0.0,0.0,0.0,42
995,2022,Osasuna,Lucas Torró,19.0,4.0,1.0,53
996,2022,Osasuna,David García,12.0,3.0,2.0,53
997,2022,Osasuna,Aridane Hernández,4.0,1.0,0.0,53
998,2022,Osasuna,Nacho Vidal,8.0,2.0,0.0,53
999,2022,Osasuna,Rubén García,17.0,4.0,2.0,53
1000,2022,Osasuna,Moncayola,23.0,8.0,1.0,53
1001,2022,Osasuna,Iñigo Pérez,0.0,0.0,0.0,53
1002,2022,Osasuna,Roberto Torres,0.0,0.0,0.0,53
1003,2022,Osasuna,Kike Barja,14.0,6.0,1.0,53
1004,2022,Osasuna,Barbero,0.0,0.0,0.0,53
1005,2022,Osasuna,A. Budimir,48.0,21.0,8.0,53
1006,2022,Osasuna,Kike García,34.0,12.0,2.0,53
1007,2022,Osasuna,Moi Gómez,15.0,9.0,3.0,53
1008,2022,Osasuna,Manu Sánchez,9.0,3.0,0.0,53
1009,2022,Osasuna,Aimar Oroz,19.0,8.0,3.0,53
1010,2022,Osasuna,Pablo Ibáñez,14.0,6.0,0.0,53
1011,2022,Osasuna,Jorge Herrando,0.0,0.0,0.0,53
1012,2022,Osasuna,Iker Muñoz,2.0,1.0,0.0,53
1013,2022,Rayo Vallecano,Sergio Camello,61.0,19.0,6.0,49
1014,2022,Rayo Vallecano,Fran García,24.0,11.0,2.0,49
1015,2022,Rayo Vallecano,Iñigo Pérez,0.0,0.0,0.0,49
1016,2022,Rayo Vallecano,Kévin Rodrigues,0.0,0.0,0.0,49
1017,2022,Rayo Vallecano,Sergi Guardiola,0.0,0.0,0.0,49
1018,2022,Rayo Vallecano,Manu Navarro,0.0,0.0,0.0,49
1019,2022,Rayo Vallecano,Mario Suárez,0.0,0.0,0.0,49
1020,2022,Rayo Vallecano,Raúl de Tomás,33.0,16.0,4.0,49
1021,2022,Rayo Vallecano,Bebé,2.0,0.0,0.0,49
1022,2022,Rayo Vallecano,Sergio Moreno,0.0,0.0,0.0,49
1023,2022,Rayo Vallecano,A. Bangoura,0.0,0.0,0.0,49
1024,2022,Rayo Vallecano,Iker Recio,0.0,0.0,0.0,49
1025,2022,Rayo Vallecano,Álvaro Aguirre,0.0,0.0,0.0,49
1026,2022,Rayo Vallecano,Jorge Moreno,0.0,0.0,0.0,49
1027,2022,Rayo Vallecano,Sergio Gimeno,0.0,0.0,0.0,49
1028,2022,Rayo Vallecano,Vere,0.0,0.0,0.0,49
1029,2022,Rayo Vallecano,Diego Méndez,0.0,0.0,0.0,49
1030,2022,Rayo Vallecano,Pablo Muñoz,0.0,0.0,0.0,49
1031,2022,Elche,Omar Mascarell,8.0,3.0,0.0,25
1032,2022,Elche,L. Magallán,4.0,2.0,0.0,25
1033,2022,Elche,L. Boyé,56.0,21.0,7.0,25
1034,2022,Elche,E. Ponce,20.0,9.0,4.0,25
1035,2022,Elche,Pape Cheikh,0.0,0.0,0.0,25
1036,2022,Elche,J. Pastore,0.0,0.0,0.0,25
1037,2022,Elche,Barragán,0.0,0.0,0.0,25
1038,2022,Elche,Pol Lirola,1.0,1.0,1.0,25
1039,2022,Elche,Gonzalo Verdú,8.0,2.0,1.0,25
1040,2022,Elche,Gerard Gumbau,36.0,18.0,1.0,25
1041,2022,Elche,Roger,11.0,3.0,0.0,25
1042,2022,Elche,J. Mojica,0.0,0.0,0.0,25
1043,2022,Elche,R. Nteka,11.0,4.0,0.0,25
1044,2022,Elche,Carles Soler,0.0,0.0,0.0,25
1045,2022,Elche,José Ángel Carmona,4.0,3.0,1.0,25
1046,2022,Elche,B. Knežević,0.0,0.0,0.0,25
1047,2022,Elche,Álex Alfaro,0.0,0.0,0.0,25
1048,2022,Elche,M. Cocca,0.0,0.0,0.0,25
1049,2022,Mallorca,Lee Kang-In,30.0,14.0,6.0,50
1050,2022,Mallorca,Manu Morlanes,4.0,2.0,1.0,50
1051,2022,Mallorca,T. Kadewere,14.0,6.0,1.0,50
1052,2022,Mallorca,B. Cufré,1.0,0.0,0.0,50
1053,2022,Mallorca,Raíllo,10.0,4.0,2.0,50
1054,2022,Mallorca,M. Valjent,4.0,2.0,0.0,50
1055,2022,Mallorca,I. Baba,10.0,2.0,0.0,50
1056,2022,Mallorca,Dani Rodríguez,15.0,10.0,3.0,50
1057,2022,Mallorca,Abdón Prats,5.0,4.0,1.0,50
1058,2022,Mallorca,V. Muriqi,61.0,30.0,15.0,50
1059,2022,Mallorca,D. Hadžikadunić,5.0,1.0,0.0,50
1060,2022,Mallorca,Antonio Sánchez,8.0,5.0,0.0,50
1061,2022,Mallorca,B. Garay,0.0,0.0,0.0,50
1062,2022,Mallorca,Miquel Llabrés,0.0,0.0,0.0,50
1063,2022,Mallorca,Miguel Martín,0.0,0.0,0.0,50
1064,2022,Mallorca,Javi Llabrés,0.0,0.0,0.0,50
1065,2022,Mallorca,Rubén Quintanilla,0.0,0.0,0.0,50
1066,2022,Mallorca,Marcos Fernández,0.0,0.0,0.0,50
1067,2022,Mallorca,Luis Montiel,0.0,0.0,0.0,50
1068,2023,Barcelona,Jordi Alba,0.0,0.0,0.0,54
1069,2023,Barcelona,Sergio Busquets,0.0,0.0,0.0,54
1070,2023,Barcelona,Álex Collado,0.0,0.0,0.0,54
1071,2023,Barcelona,R. Lewandowski,47.0,28.0,10.0,54
1072,2023,Barcelona,João Félix,0.0,0.0,4.0,54
1073,2023,Barcelona,Raphinha,29.0,15.0,3.0,54
1074,2023,Barcelona,Nico González,0.0,0.0,0.0,54
1075,2023,Barcelona,Gerard Martín,0.0,0.0,0.0,54
1076,2023,Barcelona,Pau Victor,0.0,0.0,0.0,54
1077,2023,Barcelona,C. Riad,0.0,0.0,0.0,54
1078,2023,Barcelona,M. Fall,0.0,0.0,0.0,54
1079,2023,Barcelona,Marc Casadó,0.0,0.0,0.0,54
1080,2023,Barcelona,Aleix Garrido,0.0,0.0,0.0,54
1081,2023,Barcelona,Álex Valle,0.0,0.0,0.0,54
1082,2023,Barcelona,Vitor Roque,6.0,4.0,2.0,54
1083,2023,Barcelona,Dani Rodríguez,0.0,0.0,0.0,54
1084,2023,Barcelona,Ángel Alarcón,0.0,0.0,0.0,54
1085,2023,Barcelona,Lamine Yamal,27.0,13.0,3.0,54
1086,2023,Barcelona,Marc Guiu,2.0,1.0,1.0,54
1087,2023,Barcelona,Pau Prim,0.0,0.0,0.0,54
1088,2023,Atletico Madrid,Vitolo,0.0,0.0,0.0,51
1089,2023,Atletico Madrid,Sergio Camello,0.0,0.0,0.0,51
1090,2023,Atletico Madrid,Borja Garcés,0.0,0.0,0.0,51
1091,2023,Atletico Madrid,Víctor Mollejo,0.0,0.0,0.0,51
